,Name,Platform,User_Scoree
14415,Call of Juarez: The Cartel,X360,5.7
14416,Venetica,PS3,6.7
14417,Stronghold 3,PC,3
14418,Rush'N Attack Ex-Patriot,PS3,7.8
14419,Supremacy MMA,PS3,6.5
14420,Hole in the Wall,X360,3.9
14421,X-Men: Destiny,X360,5
14422,Dungeons & Dragons: Daggerdale,X360,5
14423,Winter Stars,X360,6.5
14424,Ugly Americans: Apocalypsegeddon,X360,6.4
14425,Ghostbusters: Sanctum of Slime,X360,3.4
14426,The Cursed Crusade,PS3,5.1
14427,Red Bull X-Fighters,X360,tbd
14428,Call of Juarez: The Cartel,PS3,5.4
14429,Dead Horde,PC,5.1
14430,Hyperdimension Neptunia,PS3,7.1
14431,Warriors: Legends of Troy,PS3,7.1
14432,Sword of the Stars II: Lords of Winter,PC,4.6
14433,"Harry Potter and the Deathly Hallows, Part 2",X360,5
14434,Combat of Giants: Dinosaurs 3D,3DS,5.3
14435,Mindjack,PS3,1.7
14436,Ghostbusters: Sanctum of Slime,PC,4.4
14437,"Harry Potter and the Deathly Hallows, Part 2",PC,4.6
14438,PlayStation Move Ape Escape,PS3,4.6
14439,1950s Lawn Mower Kids,DS,tbd
14440,Painkiller: Redemption,PC,4.9
14441,Pac-Man Party 3D,3DS,5.4
14442,"Harry Potter and the Deathly Hallows, Part 2",PS3,5.9
14443,Asphalt 3D,3DS,4.3
14444,Battle: Los Angeles,PS3,4.4
14445,Mindjack,X360,1.2
14446,Venetica,X360,7.5
14447,Ghostbusters: Sanctum of Slime,PS3,3.4
14448,Arcania: Fall of Setarrif,PC,2
14449,MotionSports Adrenaline,X360,6.5
14450,JASF: Jane's Advanced Strike Fighters,PS3,3.1
14451,101-in-1 Sports Party Megamix,Wii,tbd
14452,Real Steel,X360,6.4
14453,Battle: Los Angeles,X360,4.8
14454,The Cursed Crusade,X360,4.4
14455,Thor: God of Thunder,PS3,4.5
14456,Battle: Los Angeles,PC,3.2
14457,Thor: God of Thunder,X360,5.6
14458,Blackwater,X360,4.8
14459,3D Classics: Urban Champion,3DS,5.8
14460,Lucha Fury,X360,5.9
14461,X-Men: Destiny,Wii,4.5
14462,NCIS,X360,3.8
14463,Star Raiders,X360,5.9
14464,Shadow Harvest: Phantom Ops,PC,2.7
14465,Transformers: Dark of the Moon - Stealth Force Edition,Wii,2.5
14466,The Asskickers,PC,4
14467,DreamWorks Kung Fu Panda 2,PS3,3.5
14468,Transformers: Dark of the Moon - Stealth Force Edition,3DS,3.3
14469,Duke Nukem: Critical Mass,DS,3.3
14470,Postal III,PC,3
14471,FlatOut 3: Chaos & Destruction,PC,3.3
14472,Bohemian Killing,PC,6.1
14473,Trials of the Blood Dragon,PS4,6.2
14474,Mighty No. 9,XOne,4.1
14475,The Park,PS4,5.3
14476,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,5.9
14477,A.W.: Phoenix Festa,PSV,4.5
14478,Homefront: The Revolution,PC,3.8
14479,POSTAL Redux,PC,6.7
14480,Soul Axiom,XOne,tbd
14481,Gemini: Heroes Reborn,PC,5.5
14482,The Tomorrow Children,PS4,5.8
14483,Sadame,3DS,6.2
14484,Breached,PC,7
14485,E.T. Armies,PC,6.9
14486,Dangerous Golf,PC,3.2
14487,Trials of the Blood Dragon,PC,6.6
14488,Assassin's Creed Chronicles: Russia,PC,4.6
14489,Active Soccer 2 DX,XOne,7.2
14490,Planar Conquest,PC,6.1
14491,Phantaruk,PC,7.4
14492,Solar Shifter EX,XOne,tbd
14493,Shadwen,PC,6.3
14494,#KILLALLZOMBIES,XOne,tbd
14495,Adam's Venture: Origins,PS4,5.8
14496,The Assembly,PS4,5.5
14497,Loading Human: Chapter 1,PS4,6.8
14498,Kill Strain,PS4,7.2
14499,Super Dungeon Bros,XOne,2.1
14500,Pixel Piracy,XOne,3.1
14501,Back in 1995,PC,5
14502,Anima: Gate of Memories,PS4,7.3
14503,"Warhammer 40,000: Eternal Crusade",PC,4.6
14504,Mighty No. 9,PS4,3.5
14505,Mighty No. 9,PC,3.6
14506,Carmageddon: Max Damage,XOne,7.2
14507,Pixel Gear,PS4,4.3
14508,Dinocide,PC,6.7
14509,Koi,PS4,5.4
14510,Carmageddon: Max Damage,PS4,5.8
14511,Shadwen,PS4,6.7
14512,Party Hard,XOne,6.9
14513,Shiny,PC,tbd
14514,Mark McMorris Infinite Air,PS4,7.1
14515,Death by Game Show,PC,tbd
14516,Armikrog,PS4,6.6
14517,Pixel Piracy,PS4,2.8
14518,Homefront: The Revolution,XOne,4.4
14519,MagNets: Fully Charged,XOne,4.1
14520,Homefront: The Revolution,PS4,4
14521,Mighty No. 9,WiiU,4.4
14522,Paranautical Activity,XOne,3.8
14523,Blood Alloy: Reborn,PC,tbd
14524,A Bastard's Tale,PS4,5.8
14525,Soul Axiom,PS4,4.8
14526,NightCry,PC,3
14527,Coffin Dodgers,XOne,3.5
14528,Bus Simulator 16,PC,6
14529,Le Tour de France,X360,7.6
14530,Zenith,PS4,6.6
14531,7 Days to Die,PS4,5.8
14532,The Huntsman: Winter's Curse,PS4,tbd
14533,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,5.5
14534,Harmonix Music VR,PS4,6.2
14535,MilitAnt,PS4,5.2
14536,Bombshell 2016,PC,3.8
14537,Super Dungeon Bros,PS4,1.9
14538,Dead or Alive Xtreme 3: Fortune,PS4,7.5
14539,Surgeon Simulator: Experience Reality,PS4,3.7
14540,RollerCoaster Tycoon World,PC,2.1
14541,One Way Trip,PS4,4.3
14542,Slain!,PC,5.2
14543,Alekhine's Gun,PC,4.7
14544,Ace Banana,PS4,4
14545,Umbrella Corps,PS4,2.5
14546,Crystal Rift,PS4,6.3
14547,Coffin Dodgers,PS4,4.3
14548,Alekhine's Gun,PS4,3.8
14549,Umbrella Corps,PC,2.1
14550,7 Days to Die,XOne,5.4
14551,Langrisser Re:Incarnation -TENSEI-,3DS,6.3
14552,Weeping Doll,PS4,2.8
14553,Ghostbusters,XOne,0.4
14554,Dino Dini's Kick Off Revival,PS4,4.7
14555,Ghostbusters,PS4,1
14556,Soda Drinker Pro,XOne,5.9
14557,Dark Messiah of Might and Magic: Elements,X360,7
14558,Warriors Orochi 2,PS2,8.5
14559,Brain Voyage,DS,tbd
14560,Great War Nations: The Spartans,PC,6.4
14561,Cocoto Fishing Master,Wii,4.2
14562,Syberia,DS,tbd
14563,Conflict: Denied Ops,X360,4.9
14564,Warlords,X360,tbd
14565,Hail to the Chimp,PS3,4.5
14566,WALL-E,PS3,4.9
14567,The Hardy Boys: The Hidden Theft,PC,4.5
14568,Code Lyoko: Fall of X.A.N.A.,DS,6.3
14569,Conflict: Denied Ops,PS3,3.1
14570,Happy Tree Friends: False Alarm,X360,5.9
14571,Warriors Orochi,PC,7.5
14572,WALL-E,Wii,4.9
14573,NBA Live 09 All-Play,Wii,5.9
14574,Battlezone,X360,tbd
14575,Bubble Bobble Double Shot,DS,4.4
14576,The Incredible Hulk,DS,tbd
14577,Agatha Christie: And Then There Were None,Wii,6.2
14578,Twin Strike: Operation Thunder,Wii,8.3
14579,B-Boy,PSP,7.8
14580,Deca Sports,Wii,5.4
14581,WALL-E,X360,6.1
14582,Samurai Warriors 2: Xtreme Legends,PS2,8
14583,Valhalla Knights 2,PSP,5.4
14584,Art of Murder: FBI Confidential,PC,5.3
14585,Legendary,PS3,7.2
14586,Legendary,PC,6.5
14587,Baroque,Wii,8.2
14588,Celebrity Sports Showdown,Wii,4.6
14589,The Sims 2: Apartment Pets,DS,2.2
14590,My Horse & Me,Wii,6.9
14591,Novastrike,PS3,tbd
14592,CSI: Crime Scene Investigation: Hard Evidence,Wii,6.3
14593,Mercenaries 2: World in Flames,PS2,7.2
14594,Animal Paradise,DS,tbd
14595,Nitrobike,Wii,7.1
14596,Ninja Reflex,Wii,5.8
14597,Yu-Gi-Oh! GX: The Beginning of Destiny,PS2,7.9
14598,Castlevania Judgment,Wii,6
14599,Puzzle Arcade,X360,7.7
14600,NFL Tour,X360,3.1
14601,Spitfire Heroes: Tales of the Royal Air Force,DS,tbd
14602,Domino Master,X360,tbd
14603,Mega Brain Boost,DS,tbd
14604,Carnival Games,DS,3.3
14605,Disney Bolt,DS,tbd
14606,Red Bull BC One,DS,5.3
14607,Dragon Ball Z: Infinite World,PS2,7.9
14608,Pro Cycling Manager Season 2008: Le Tour de France,PC,7
14609,Summer Athletics: The Ultimate Challenge,X360,tbd
14610,My Pokemon Ranch,Wii,5.5
14611,Alone in the Dark,PS2,5
14612,Legendary,X360,7.1
14613,Hellboy: The Science of Evil,PS3,6.1
14614,What's Cooking with Jamie Oliver,DS,tbd
14615,Jake Hunter: Detective Chronicles,DS,tbd
14616,Iron Man,PS2,5.6
14617,Rainbow Islands Evolution,PSP,tbd
14618,Zoids Assault,X360,7.5
14619,Summer Sports: Paradise Island,Wii,4.6
14620,Shadow Assault -Tenchu-,X360,tbd
14621,The Incredible Hulk,Wii,tbd
14622,Operation Darkness,X360,7
14623,Mushroom Men: Rise of the Fungi,DS,6.1
14624,Iron Man,X360,5.8
14625,War World,X360,7.7
14626,NFL Tour,PS3,tbd
14627,Stronghold: Crusader Extreme,PC,6.7
14628,Golden Axe: Beast Rider,X360,5.8
14629,Brothers in Arms: Double Time,Wii,6.6
14630,Major League Eating: The Game,Wii,5
14631,NPPL Championship Paintball 2009,PS3,7.4
14632,Mr. Driller Online,X360,tbd
14633,Crash: Mind Over Mutant,DS,5.5
14634,Golden Axe: Beast Rider,PS3,5.8
14635,Discs of Tron,X360,6.7
14636,Warriors Orochi 2,X360,8.1
14637,Big Beach Sports,Wii,8
14638,Crash Time: Autobahn Pursuit,X360,7.1
14639,Iron Man,PSP,6.4
14640,Hellboy: The Science of Evil,X360,5.7
14641,NPPL Championship Paintball 2009,X360,7.3
14642,Iron Man,Wii,7
14643,Tornado,DS,tbd
14644,Gothic 3: Forsaken Gods,PC,3.3
14645,Pirates vs Ninjas Dodgeball,X360,6
14646,Turning Point: Fall of Liberty,X360,6.8
14647,Myst,DS,3
14648,Tron,X360,7
14649,Bliss Island,X360,7
14650,Dynasty Warriors 6,PS2,5.7
14651,Furu Furu Park,Wii,4.8
14652,Iron Man,PS3,6.2
14653,Turning Point: Fall of Liberty,PS3,5.5
14654,Family Party: 30 Great Games,Wii,1.5
14655,SPRay,Wii,4.7
14656,Stranger,PC,4.5
14657,Jambo! Safari: Animal Rescue,Wii,5.4
14658,Active Life: Extreme Challenge,Wii,tbd
14659,Eco Shooter: Plant 530,Wii,tbd
14660,Tokyo Beat Down,DS,tbd
14661,Dragon Ball: Raging Blast,X360,7.6
14662,Scene It? Bright Lights! Big Screen!,X360,5.6
14663,Miami Law,DS,8.2
14664,Onechanbara: Bikini Zombie Slayers,Wii,8
14665,Watchmen: The End Is Nigh,X360,7.9
14666,Naruto Shippuden: Ninja Destiny 2,DS,5.3
14667,C.O.P.: The Recruit,DS,7.5
14668,Indiana Jones and the Staff of Kings,Wii,7
14669,Topatoi: Spinning Through The Worlds,PS3,4.8
14670,Ghostbusters: The Video Game,DS,6.1
14671,The Lord of the Rings: Conquest,X360,7
14672,Way of the Samurai 3,X360,7
14673,DiRT 2,PSP,5.7
14674,X-Men Origins: Wolverine,DS,8.1
14675,Don King Boxing,Wii,tbd
14676,"Flower, Sun, and Rain",DS,7.1
14677,Watchmen: The End Is Nigh,PS3,7.7
14678,Sonic and the Black Knight,Wii,6.8
14679,Scene It? Bright Lights! Big Screen!,Wii,tbd
14680,Night at the Museum: Battle of the Smithsonian,Wii,tbd
14681,The Lord of the Rings: Conquest,PS3,7.1
14682,Dynasty Warriors: Gundam 2,PS3,7
14683,Cars Race-O-Rama,X360,5.8
14684,Minesweeper Flags,X360,tbd
14685,Pokemon Mystery Dungeon: Explorers of Sky,DS,8.6
14686,Steambot Chronicles: Battle Tournament,PSP,6.3
14687,Ghostbusters: The Video Game,PSP,4.7
14688,X-Blades,PC,6.3
14689,Where the Wild Things Are,PS3,4.8
14690,James Patterson Women's Murder Club: Games of Passion,DS,tbd
14691,Scene It? Bright Lights! Big Screen!,PS3,tbd
14692,Planet 51,X360,tbd
14693,SimAnimals Africa,Wii,tbd
14694,Rainbow Islands: Towering Adventure!,Wii,tbd
14695,Food Network: Cook or Be Cooked,Wii,6.8
14696,X-Men Origins: Wolverine,Wii,6.1
14697,WarioWare: Snapped!,DS,5.1
14698,Death Track: Resurrection,PC,3.5
14699,Star Trek: D-A-C,X360,7
14700,Fairytale Fights,PS3,6
14701,Hysteria Hospital: Emergency Ward,Wii,tbd
14702,Professor Heinz Wolff's Gravity,DS,tbd
14703,Alien Havoc,PSP,tbd
14704,The Three Musketeers: One for All!,Wii,8.3
14705,Agatha Christie: The ABC Murders,DS,6.5
14706,Eat Lead: The Return of Matt Hazard,X360,7.1
14707,Transformers: Revenge of the Fallen,Wii,3.9
14708,Rygar: The Battle of Argus,Wii,7
14709,Crystal Defenders,X360,6.2
14710,Ant Nation,Wii,tbd
14711,Dynasty Warriors: Gundam 2,PS2,6.5
14712,Cross Edge,PS3,7.2
14713,Eat Lead: The Return of Matt Hazard,PS3,6.1
14714,Where the Wild Things Are,X360,5.4
14715,Stormrise,PS3,5.3
14716,CSI: Crime Scene Investigation: Deadly Intent,X360,5.7
14717,PDC World Championship Darts 2008,Wii,5.4
14718,Marvel Super Hero Squad,PSP,tbd
14719,Darkest of Days,PC,6.1
14720,G.I. Joe: The Rise of Cobra,Wii,tbd
14721,Fairytale Fights,X360,5.7
14722,Qix++,X360,tbd
14723,DiRT 2,Wii,5.5
14724,Saints Row 2: Ultor Exposed,X360,6.1
14725,X-Blades,PS3,5.9
14726,A Witch's Tale,DS,6.2
14727,X-Blades,X360,5.5
14728,Hurry Up Hedgehog!,DS,tbd
14729,Pirates: Duels on the High Seas,DS,tbd
14730,Star Trek: D-A-C,PC,4
14731,Night at the Museum: Battle of the Smithsonian,X360,7.1
14732,Guitar Hero: Van Halen,Wii,5.2
14733,Marvel: Ultimate Alliance 2,Wii,5.4
14734,Planet 51,PS3,tbd
14735,MLB Front Office Manager,PS3,6.5
14736,Marvel Super Hero Squad,Wii,5.8
14737,Spore Hero Arena,DS,2.2
14738,Naruto Shippuden: Ninja Council 4,DS,tbd
14739,Just Dance,Wii,8
14740,Dynasty Warriors: Gundam 2,X360,6.6
14741,Deca Sports 2,Wii,tbd
14742,Toy Story Mania!,Wii,6.4
14743,Terminator Salvation,PC,4.6
14744,Twin Sector,PC,6
14745,Zombie Wranglers,X360,7.8
14746,Terminator Salvation,X360,4.9
14747,Lux-Pain,DS,6.2
14748,Astro Boy: The Video Game,Wii,3.5
14749,Stormrise,X360,6.6
14750,Brave: A Warrior's Tale,Wii,tbd
14751,Harry Potter and the Half-Blood Prince,DS,4.3
14752,Star Wars The Clone Wars: Republic Heroes,Wii,6.3
14753,Mass Effect: Pinnacle Station,X360,3.8
14754,PDC World Championship Darts 2008,PS2,tbd
14755,G.I. Joe: The Rise of Cobra,DS,7.5
14756,Mahjong Tales: Ancient Wisdom,PS3,7.1
14757,Reservoir Dogs,PS2,7.2
14758,Tao's Adventure: Curse of the Demon Seal,DS,7.4
14759,Novadrome,X360,7.5
14760,Ford Bold Moves Street Racing,PS2,tbd
14761,Don Bluth Presents: Dragon's Lair HD,PC,4.5
14762,Family Guy,PS2,5.4
14763,Reservoir Dogs,XB,tbd
14764,Cars,GBA,5
14765,X-Men: The Official Game,GC,6.3
14766,Reservoir Dogs,PC,7.5
14767,Over the Hedge,GBA,tbd
14768,Eragon,XB,tbd
14769,Over G Fighters,X360,6.2
14770,One Piece: Pirates' Carnival,GC,6
14771,Pirates of the Caribbean: The Legend of Jack Sparrow,PC,5.1
14772,World Championship Poker: Featuring Howard Lederer - All In,X360,tbd
14773,Top Gun,DS,tbd
14774,Astonishia Story,PSP,5.2
14775,Ford Bold Moves Street Racing,PC,4.4
14776,WinBack 2: Project Poseidon,PS2,tbd
14777,Cabela's Alaskan Adventures,X360,5.9
14778,SpongeBob Squarepants: The Yellow Avenger,PSP,4.6
14779,Delta Force - Black Hawk Down: Team Sabre,PS2,7.7
14780,Eragon,X360,5.7
14781,Alex Rider: Stormbreaker,DS,6.1
14782,The Ant Bully,PC,3.4
14783,World Racing 2,XB,tbd
14784,Mage Knight: Apocalypse,PC,5.7
14785,Monster 4X4: World Circuit,XB,tbd
14786,One Piece: Pirates' Carnival,PS2,tbd
14787,Spectral Souls: Resurrection of the Ethereal Empires,PSP,7.7
14788,Lego Star Wars II: The Original Trilogy,DS,5
14789,Scramble,X360,7.7
14790,And 1 Streetball,XB,7.9
14791,WWII Tank Commander,PC,4.5
14792,Freedom Wings,DS,7.7
14793,Rampage: Total Destruction,Wii,5.6
14794,Happy Feet,Wii,6.7
14795,Sonic the Hedgehog,X360,4.4
14796,Crime Stories: From the Files of Martin Mystere,PC,4.7
14797,The Ant Bully,Wii,1.4
14798,D1 Professional Drift Grand Prix Series,PS2,tbd
14799,Football Mogul 2007,PC,6
14800,Hard Truck: Apocalypse,PC,8.5
14801,Hard Rock Casino,PS2,tbd
14802,Ford Bold Moves Street Racing,XB,tbd
14803,Hummer Badlands,XB,6
14804,State of Emergency 2,PS2,5.8
14805,NeverEnd 2006,PC,5.2
14806,Tom Clancy's Ghost Recon Advanced Warfighter,PS2,4.5
14807,TotemBall,X360,3
14808,New Rally-X,X360,5.3
14809,Flushed Away,PS2,tbd
14810,Final Fight: Streetwise,PS2,6.1
14811,Justice League Heroes,DS,6.3
14812,Game Tycoon,PC,3.4
14813,The Sopranos: Road to Respect,PS2,3.8
14814,Final Fight: Streetwise,XB,5
14815,ArchLord,PC,5.7
14816,Xiaolin Showdown,PS2,6.8
14817,25 to Life,XB,7.2
14818,GT Pro Series,Wii,4
14819,Rapala Tournament Fishing!,Wii,5.3
14820,Brigade E5: New Jagged Union,PC,6.8
14821,Street Supremacy,PSP,tbd
14822,Xiaolin Showdown,XB,tbd
14823,Brain Boost: Gamma Wave,DS,tbd
14824,Zatch Bell! Mamodo Fury,PS2,6.8
14825,Soldier Elite,PC,3.6
14826,MTV's Celebrity Deathmatch,PC,5.1
14827,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,PS2,7.3
14828,25 to Life,PC,5.1
14829,Pocket Racers,PSP,tbd
14830,Brain Boost: Beta Wave,DS,2.5
14831,25 to Life,PS2,4.9
14832,Cartoon Network Racing,PS2,5.6
14833,Coffee Tycoon,PC,4.7
14834,Pimp My Ride,X360,3.8
14835,Left Behind: Eternal Forces,PC,3.7
14836,Bubble Bobble Revolution,DS,6.2
14837,Batman: Dark Tomorrow,GC,2.7
14838,Aquaman: Battle for Atlantis,GC,2.8
14839,Mucha Lucha! Mascaritas of the Lost Code,GBA,4.3
14840,Stake: Fortune Fighters,XB,3.7
14841,Aquaman: Battle for Atlantis,XB,2.7
14842,Dragon Ball Z: Ultimate Battle 22,PS,5
14843,Batman: Dark Tomorrow,XB,3.4
14844,Pulse Racer,XB,2.8
14845,Charlie's Angels,GC,3.1
14846,Drake of the 99 Dragons,XB,1.8
14847,Far Cry Vengeance,Wii,5.3
14848,Tenchu: Dark Secret,DS,5.3
14849,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,PC,5.7
14850,Crash Boom Bang!,DS,4.7
14851,Pimp My Ride,PS2,4.4
14852,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,XB,tbd
14853,March of the Penguins,DS,1.7
14854,Bomberman: Act Zero,X360,2.3
14855,Superman Returns,DS,4.9
14856,Mobile Suit Gundam: Crossfire,PS3,5
14857,Dave Mirra BMX Challenge,PSP,4.6
14858,Big Oil: Build an Oil Empire,PC,4.3
14859,American McGee Presents Bad Day LA,PC,7.2
14860,World War II Combat: Iwo Jima,PC,2.8
14861,Terrawars: New York Invasion,PC,2.4
14862,Chase: Hollywood Stunt Driver,XB,7.4
14863,NFL GameDay 2003,PS2,tbd
14864,Gauntlet: Dark Legacy,GC,8.7
14865,Rayman Arena,GC,7.3
14866,Big Scale Racing,PC,7.7
14867,The Italian Job,PC,5.6
14868,Disney's Stitch: Experiment 626,PS2,7.9
14869,The Watchmaker 2001,PC,tbd
14870,Legends of Wrestling II,GC,tbd
14871,Namco Museum,XB,tbd
14872,Stuart Little 2,GBA,tbd
14873,Lethal Skies Elite Pilot: Team SW,PS2,tbd
14874,ESPN NBA 2Night 2002,PS2,tbd
14875,007: NightFire,PC,6
14876,Legends of Wrestling II,PS2,6.8
14877,Total Immersion Racing,PS2,tbd
14878,The Lord of the Rings: The Fellowship of the Ring,PC,5.8
14879,Davis Cup Tennis,GBA,tbd
14880,Legion,PC,6.6
14881,Cabela's Big Game Hunter,PS2,7.8
14882,The Lord of the Rings: The Fellowship of the Ring,PS2,4.4
14883,Maximum Capacity: Hotel Giant,PC,7.7
14884,Dark Planet: Battle for Natrolis,PC,7.4
14885,Top Gun: Combat Zones,GC,7.1
14886,Disney Sports Football,GC,tbd
14887,The Lord of the Rings: The Fellowship of the Ring,XB,6.6
14888,Pryzm Chapter One: The Dark Unicorn,PS2,5.2
14889,Riding Spirits,PS2,8.5
14890,Whacked!,XB,6.8
14891,Punch King,GBA,tbd
14892,Monster Jam Maximum Destruction,GBA,tbd
14893,Jane's Attack Squadron,PC,tbd
14894,Egg Mania: Eggstreme Madness,XB,tbd
14895,Virtua Striker 2002,GC,6.3
14896,Whirl Tour,PS2,7
14897,Wreckless: The Yakuza Missions,GC,tbd
14898,Fighter Maker 2,PS2,7.8
14899,The Terminator: Dawn of Fate,PS2,5.6
14900,Street Hoops,XB,8
14901,Zapper: One Wicked Cricket!,GBA,tbd
14902,Gore: Ultimate Soldier,PC,7.4
14903,Star Wars: Jedi Power Battles,GBA,tbd
14904,BMX XXX,XB,7.8
14905,RLH: Run Like Hell,PS2,7.9
14906,The Cameron Files: Pharaoh's Curse,PC,tbd
14907,Tactical Ops: Assault on Terror,PC,7.4
14908,Wolfenstein 3D,GBA,6.6
14909,The Partners,PC,tbd
14910,Endgame,PS2,6.8
14911,Drome Racers,PS2,tbd
14912,Dungeons & Dragons: Eye of the Beholder,GBA,5.9
14913,Myst III: Exile,PS2,7
14914,ESPN NFL PrimeTime 2002,XB,tbd
14915,Batman: Vengeance,PC,7
14916,EOE: Eve of Extinction,PS2,7.2
14917,NCAA Final Four 2003,PS2,6
14918,Big Air Freestyle,GC,tbd
14919,New Legends,XB,tbd
14920,Savage Skies,PS2,tbd
14921,Street Hoops,GC,7.3
14922,Reign of Fire,PS2,7
14923,Spyro: Enter the Dragonfly,PS2,4.2
14924,X-Men: Next Dimension,XB,tbd
14925,4x4 EVO 2,GC,tbd
14926,Carnivores: Cityscape,PC,5.5
14927,Justice League: Injustice for All,GBA,tbd
14928,Zapper,PS2,tbd
14929,Zapper,XB,tbd
14930,Aliens Versus Predator 2: Primal Hunt Expansion Pack,PC,7.7
14931,Totaled!,XB,tbd
14932,Frogger Advance: The Great Quest,GBA,7.8
14933,NHL FaceOff 2003,PS2,tbd
14934,Myst III: Exile,XB,tbd
14935,Zapper,GC,2.5
14936,Conflict: Desert Storm,PS2,8.6
14937,Driven,GC,tbd
14938,Might and Magic IX,PC,4.9
14939,Salt Lake 2002,GBA,tbd
14940,Reign of Fire,GC,5.9
14941,Hot Wheels Velocity X,PS2,7.1
14942,Pac-Man Fever,GC,6.4
14943,BMX XXX,PS2,4.6
14944,Real War: Rogue States,PC,tbd
14945,Die Hard: Vendetta,GC,7
14946,Minority Report: Everybody Runs,GBA,tbd
14947,Die Hard: Nakatomi Plaza,PC,5.4
14948,NCAA March Madness 2002,PS2,5.2
14949,Reign of Fire,XB,tbd
14950,Space HoRSE,PC,tbd
14951,Minority Report: Everybody Runs,XB,5
14952,Gauntlet Dark Legacy,XB,8.1
14953,Disney's Lilo & Stitch,PS,7.1
14954,Godzilla: Domination!,GBA,tbd
14955,NCAA GameBreaker 2003,PS2,tbd
14956,The Three Stooges,GBA,tbd
14957,Britney's Dance Beat,GBA,8.1
14958,BattleBots: Beyond the BattleBox,GBA,tbd
14959,Dragon Ball Z: The Legacy of Goku,GBA,6.8
14960,Blade II,XB,tbd
14961,Minority Report: Everybody Runs,GC,tbd
14962,Frantix: A Puzzle Adventure,PSP,7
14963,FIFA Street,PS2,7.9
14964,Gauntlet: Seven Sorrows,PS2,5.7
14965,Shot Online,PC,tbd
14966,Lunar: Dragon Song,DS,6.2
14967,Playboy: The Mansion,PC,5.4
14968,Coded Arms,PSP,6.5
14969,L.A. Rush,XB,3
14970,Cuban Missile Crisis: The Aftermath,PC,6.6
14971,Playboy: The Mansion,PS2,7.6
14972,80 Days 2005,PC,7.5
14973,Hugo: The Evil Mirror,GBA,tbd
14974,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,tbd
14975,Rayman DS,DS,7.6
14976,Ford Racing 3,XB,tbd
14977,L.A. Rush,PS2,8.2
14978,Marine Park Empire,PC,6.3
14979,Samurai Western,PS2,7.6
14980,Resident Evil Outbreak File #2,PS2,7.9
14981,Super Army War,GBA,tbd
14982,The Sims 2,GBA,7.9
14983,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,7.9
14984,Iron Phoenix,XB,6.5
14985,Heritage of Kings: The Settlers,PC,5.9
14986,Delta Force: Black Hawk Down,PS2,8.8
14987,Marvel Nemesis: Rise of the Imperfects,PSP,8.7
14988,Diplomacy,PC,4.5
14989,Tenchu: Fatal Shadows,PS2,7.8
14990,Constantine,PS2,7.7
14991,GoldenEye: Rogue Agent,DS,7.5
14992,Marvel Nemesis: Rise of the Imperfects,XB,7.5
14993,Romancing SaGa,PS2,8
14994,Fantastic 4,GBA,tbd
14995,"Medieval Lords: Build, Defend, Expand",PC,7.3
14996,NBA,PSP,6.9
14997,Armored Core: Nine Breaker,PS2,8.3
14998,The Getaway: Black Monday,PS2,7.6
14999,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,8.6
15000,Outlaw Volleyball Remixed,PS2,tbd
15001,Judge Dredd: Dredd VS Death,XB,6.7
15002,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,6.1
15003,Zatch Bell! Mamodo Battles,GC,tbd
15004,Dynasty Warriors 5: Xtreme Legends,PS2,8.2
15005,Supremacy: Four Paths to Power,PC,tbd
15006,Rave Master: Special Attack Force,GBA,7.8
15007,World Tour Soccer 2006,PS2,6
15008,Fullmetal Alchemist and the Broken Angel,PS2,8.2
15009,Combat Elite: WWII Paratroopers,XB,tbd
15010,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,tbd
15011,DreamWorks Shrek SuperSlam,DS,4.3
15012,Judge Dredd: Dredd VS Death,GC,tbd
15013,Dynasty Warriors Advance,GBA,8.5
15014,Law & Order: Criminal Intent,PC,6.3
15015,Bet on Soldier: Blood Sport,PC,5.8
15016,Colosseum: Road to Freedom,PS2,8.3
15017,Zatch Bell! Mamodo Battles,PS2,7.6
15018,Peter Jackson's King Kong: The Official Game of the Movie,PSP,6.4
15019,Ace Combat Advance,GBA,7.5
15020,WWE WrestleMania 21,XB,6.9
15021,Ford Mustang: The Legend Lives,XB,tbd
15022,Judge Dredd: Dredd VS Death,PC,7.1
15023,Virtua Quest,GC,5.5
15024,Tecmo Classic Arcade,XB,tbd
15025,Mario Party Advance,GBA,5.1
15026,Frogger: Ancient Shadow,PS2,4
15027,Marvel Nemesis: Rise of the Imperfects,GC,5.8
15028,Dead to Rights II,XB,7.4
15029,Combat Elite: WWII Paratroopers,PS2,tbd
15030,Tom Clancy's Ghost Recon 2,GC,1.4
15031,Spikeout: Battle Street,XB,6.6
15032,Frogger: Ancient Shadow,GC,7.7
15033,Dead to Rights: Reckoning,PSP,7.3
15034,Nicktoons Unite!,PS2,7.8
