,Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
394,395,MotorStorm,Racing,T,PS3,Sony Computer Entertainment,Evolution Studios,8.2,0.0,3.87,1.53,1.61,0.06,0.67,2007.0
395,396,World Soccer Winning Eleven 8 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,0.0,3.85,0.16,1.89,1.12,0.68,2005.0
396,397,Namco Museum Vol.1,Misc,E,PS,Namco,Namco,0.0,0.0,3.84,2.12,1.44,0.22,0.06,1996.0
400,401,Gran Turismo Sport,Racing,E,PS4,Sony Interactive Entertainment,Polyphony Digital,0.0,0.0,3.77,0.63,2.35,0.24,0.54,2017.0
401,402,LEGO Indiana Jones: The Original Adventures,Adventure,E10,X360,LucasArts,Traveller's Tales,7.5,0.0,3.76,2.4,1.01,0.0,0.36,2008.0
402,403,The Sims: Unleashed,Simulation,T,PC,Electronic Arts,Maxis,7.3,0.0,3.76,2.03,1.56,0.0,0.17,2002.0
404,405,Ratchet & Clank: Size Matters,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,8.5,0.0,3.75,1.4,1.4,0.1,0.86,2007.0
405,406,Harry Potter and the Sorcerer's Stone,Action,E,PS,Electronic Arts,Argonaut Games,8.0,0.0,3.73,1.37,2.0,0.14,0.22,2001.0
407,408,FIFA 17,Sports,E,XOne,Electronic Arts,EA Canada,8.8,0.0,3.71,1.04,2.4,0.0,0.27,2016.0
408,409,Spyro: Year of the Dragon,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,9.1,0.0,3.71,1.93,1.58,0.0,0.19,2000.0
410,411,FIFA Soccer 2005,Sports,E,PS2,EA Sports,EA Canada,8.4,0.0,3.7,0.58,2.48,0.04,0.59,2004.0
413,414,Tony Hawk's Pro Skater 4,Sports,T,PS2,Activision,Neversoft Entertainment,9.6,0.0,3.67,2.13,1.18,0.01,0.35,2002.0
414,415,Midnight Club 3: DUB Edition,Racing,E10,PSP,Rockstar Games,Rockstar Leeds,7.2,0.0,3.66,1.65,1.22,0.0,0.79,2005.0
415,416,MySims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,6.7,0.0,3.66,1.58,1.6,0.08,0.4,2007.0
417,418,SOCOM: U.S. Navy SEALs,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,8.0,0.0,3.65,2.53,0.81,0.06,0.24,2002.0
418,419,Battlefield 4,Shooter,M,PS3,Electronic Arts,EA DICE,8.7,0.0,3.64,1.31,1.5,0.27,0.55,2013.0
419,420,Jak and Daxter: The Precursor Legacy,Platform,E,PS2,Sony Computer Entertainment,Naughty Dog,9.0,8.9,3.64,2.08,1.09,0.15,0.33,2001.0
421,422,Pro Evolution Soccer 2008,Sports,E,PS2,Konami,Konami,8.2,0.0,3.63,0.05,0.0,0.64,2.93,2008.0
422,423,FIFA Soccer 10,Sports,E,PS3,EA Sports,EA Canada,9.0,0.0,3.63,0.6,2.46,0.05,0.52,2009.0
423,424,Guitar Hero: World Tour,Misc,T,Wii,Activision,Vicarious Visions,8.4,0.0,3.62,2.32,0.96,0.0,0.34,2008.0
424,425,Gears of War: Ultimate Edition,Shooter,M,XOne,Microsoft Studios,The Coalition,0.0,0.0,3.62,2.88,0.37,0.0,0.37,2015.0
425,426,Star Wars Battlefront,Shooter,T,PS2,LucasArts,Pandemic Studios,8.1,0.0,3.61,1.93,1.22,0.03,0.44,2004.0
426,427,Doom II,Shooter,M,PC,GT Interactive,id Software,9.3,0.0,3.61,2.05,1.4,0.0,0.16,1994.0
427,428,The Simpsons: Road Rage,Racing,T,PS2,Electronic Arts,Radical Entertainment,6.1,0.0,3.61,2.02,1.17,0.0,0.42,2001.0
429,430,Assassin's Creed Syndicate,Action,M,PS4,Ubisoft,Ubisoft Quebec,8.6,0.0,3.6,0.9,2.06,0.08,0.55,2015.0
430,431,Star Wars Battlefront II,Shooter,T,PS2,LucasArts,Pandemic Studios,8.5,0.0,3.59,2.18,1.02,0.03,0.37,2005.0
431,432,Assassin's Creed: Unity,Action,M,XOne,Ubisoft,Ubisoft Montreal,0.0,0.0,3.58,2.34,0.9,0.0,0.34,2014.0
432,433,Cooking Mama 2: Dinner With Friends,Simulation,E,DS,Majesco,Office Create,6.9,0.0,3.58,1.6,1.49,0.1,0.39,2007.0
434,435,WWF SmackDown!,Fighting,T,PS,THQ,Yuke's,0.0,0.0,3.58,2.01,1.35,0.06,0.16,2000.0
435,436,Croc: Legend of the Gobbos,Platform,E,PS,Fox Interactive,Argonaut Games,7.6,0.0,3.56,1.57,1.79,0.0,0.2,1997.0
436,437,Battlefield 4,Shooter,M,X360,Electronic Arts,EA DICE,8.7,0.0,3.54,2.16,1.05,0.02,0.32,2013.0
437,438,Grand Theft Auto: Liberty City Stories,Action,M,PS2,Rockstar Games,Rockstar Leeds,8.3,0.0,3.54,1.56,1.4,0.07,0.5,2006.0
438,439,The Getaway,Action,M,PS2,Sony Computer Entertainment,Team Soho,7.7,0.0,3.54,1.23,1.77,0.05,0.49,2003.0
439,440,Tomb Raider III: Adventures of Lara Croft,Adventure,T,PS,Eidos Interactive,Core Design Ltd.,8.2,0.0,3.54,1.66,1.58,0.12,0.18,1998.0
440,441,Batman: Arkham Asylum,Action,T,X360,Eidos Interactive,Rocksteady Studios,9.1,0.0,3.54,2.24,0.95,0.02,0.33,2009.0
441,442,Assassin's Creed: Brotherhood,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,0.0,3.53,2.87,0.39,0.03,0.25,2010.0
442,443,James Bond 007: Agent Under Fire,Shooter,T,PS2,Electronic Arts,EA Redwood Shores,0.0,0.0,3.53,1.9,1.13,0.1,0.41,2001.0
443,444,LEGO Star Wars: The Video Game,Action,E,PS2,Eidos Interactive,Traveller's Tales,7.9,0.0,3.53,1.98,1.14,0.01,0.41,2005.0
444,445,Resident Evil 5,Action,M,X360,Capcom,Capcom,8.6,0.0,3.53,2.13,0.93,0.12,0.34,2009.0
445,446,Rugrats in Paris: The Movie,Action,E,PS,THQ,Avalanche Software,0.0,0.0,3.52,1.96,1.33,0.0,0.23,2000.0
446,447,NBA 2K17,Sports,E,PS4,2K Sports,Visual Concepts,9.0,0.0,3.52,2.28,0.59,0.03,0.63,2016.0
447,448,FIFA Soccer 11,Sports,E,X360,EA Sports,EA Canada,8.7,0.0,3.52,0.71,2.39,0.02,0.4,2010.0
448,449,Spyro 2: Ripto's Rage!,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,8.7,0.0,3.52,2.14,1.21,0.01,0.17,1999.0
449,450,Left 4 Dead,Shooter,M,X360,Valve Corporation,Certain Affinity / Valve Software,8.7,9.0,3.52,2.66,0.49,0.05,0.31,2008.0
455,456,FIFA Soccer 2004,Sports,E,PS2,EA Sports,EA Canada,8.0,0.0,3.49,0.59,2.36,0.04,0.51,2003.0
457,458,Mortal Kombat X,Fighting,M,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.0,0.0,3.49,1.94,0.94,0.0,0.61,2015.0
458,459,Battlefield: Bad Company 2,Shooter,M,X360,Electronic Arts,EA Digital Illusions CE,9.0,9.3,3.48,2.11,1.01,0.04,0.33,2010.0
459,460,Borderlands,Shooter,M,X360,2K Games,Gearbox Software,8.3,0.0,3.48,2.43,0.72,0.03,0.3,2009.0
460,461,Mario & Sonic at the Olympic Winter Games,Sports,E,DS,Sega,Sega,7.6,0.0,3.47,1.21,1.63,0.27,0.37,2009.0
462,463,Guitar Hero: On Tour,Misc,E10,DS,Activision,Vicarious Visions,7.1,8.1,3.46,2.1,1.01,0.01,0.35,2008.0
464,465,Halo: The Master Chief Collection,Shooter,M,XOne,Microsoft Studios,343 Industries,0.0,0.0,3.44,2.06,1.04,0.03,0.31,2014.0
465,466,LEGO Batman: The Videogame,Adventure,E10,X360,Warner Bros. Interactive,Traveller's Tales,7.5,0.0,3.44,2.07,1.04,0.0,0.34,2008.0
466,467,Tekken 4,Fighting,T,PS2,Namco,Namco,7.9,0.0,3.44,1.55,1.27,0.33,0.29,2002.0
467,468,FIFA 14,Sports,E,PS4,EA Sports,EA Canada,0.0,0.0,3.43,0.62,2.18,0.12,0.51,2013.0
468,469,LittleBigPlanet 2,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,9.1,0.0,3.43,1.83,1.07,0.06,0.47,2011.0
469,470,Grand Theft Auto 2,Action,NP,PS,Rockstar Games,DMA Design,6.9,0.0,3.42,1.13,2.07,0.0,0.22,1999.0
470,471,Destiny,Shooter,T,XOne,Activision,Bungie,8.3,0.0,3.41,2.17,0.92,0.0,0.32,2014.0
471,472,Spider-Man 2,Action,T,PS2,Activision,Treyarch,7.9,0.0,3.41,1.75,1.2,0.02,0.43,2004.0
474,475,FIFA Soccer 2003,Sports,E,PS2,EA Sports,EA Canada,0.0,0.0,3.4,0.46,2.28,0.05,0.61,2002.0
475,476,Crash Bash,Misc,E,PS,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,0.0,3.39,1.56,1.47,0.19,0.17,2000.0
476,477,Gears of War 4,Shooter,M,XOne,Microsoft Studios,The Coalition,0.0,0.0,3.38,2.17,0.9,0.0,0.32,2016.0
478,479,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Softworks,8.3,0.0,3.36,1.24,1.5,0.08,0.54,2016.0
479,480,Watch Dogs 2,Action,NP,PS4,Ubisoft,Ubisoft,0.0,0.0,3.36,0.98,1.74,0.12,0.52,2016.0
481,482,WWF War Zone,Fighting,T,PS,Acclaim Entertainment,Iguana Entertainment,0.0,0.0,3.36,2.47,0.76,0.0,0.13,1998.0
483,484,Assassin's Creed IV: Black Flag,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,8.5,0.0,3.34,1.9,1.14,0.01,0.3,2013.0
484,485,NBA 2K18,Sports,E10,PS4,2K Sports,Visual Concepts,8.1,0.0,3.34,2.13,0.57,0.04,0.59,2017.0
486,487,Rugrats: Search For Reptar,Adventure,E,PS,THQ,n-Space,0.0,0.0,3.34,1.63,1.53,0.0,0.18,1998.0
488,489,James Bond 007: Nightfire,Shooter,T,PS2,Electronic Arts,Eurocom Entertainment Software,0.0,0.0,3.33,1.45,1.29,0.12,0.46,2002.0
489,490,Ratchet & Clank,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,0.0,0.0,3.33,1.44,1.01,0.57,0.3,2002.0
491,492,Star Wars Episode III: Revenge of the Sith,Action,T,PS2,LucasArts,The Collective,0.0,0.0,3.32,1.47,1.39,0.03,0.43,2005.0
492,493,Max Payne,Shooter,M,PS2,Rockstar Games,Remedy Entertainment,8.1,0.0,3.31,1.99,1.05,0.05,0.22,2001.0
493,494,Madden NFL 16,Sports,E,PS4,EA Sports,EA Tiburon,8.2,0.0,3.3,2.39,0.31,0.0,0.61,2015.0
498,499,The Lord of the Rings: The Return of the King,Action,T,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,0.0,3.28,1.5,1.28,0.05,0.46,2003.0
500,501,Madden NFL 17,Sports,E,PS4,EA Sports,EA Tiburon,8.5,0.0,3.28,2.3,0.37,0.0,0.6,2016.0
501,502,True Crime: Streets of LA,Action,M,PS2,Activision,Luxoflux,0.0,0.0,3.27,1.89,1.05,0.02,0.31,2003.0
502,503,Gran Turismo (PSP),Racing,E,PSP,Sony Computer Entertainment,Polyphony Digital,0.0,0.0,3.27,0.51,1.59,0.31,0.86,2009.0
503,504,Far Cry 3,Shooter,NP,PS3,Ubisoft,Ubisoft Montreal,0.0,0.0,3.27,0.88,1.79,0.1,0.5,2012.0
505,506,FIFA 16,Sports,E,XOne,EA Sports,EA Canada,8.5,0.0,3.25,0.92,2.1,0.0,0.24,2015.0
506,507,Tekken,Fighting,T,PS,Namco,Namco,8.3,0.0,3.24,0.95,1.3,0.77,0.22,1995.0
508,509,007: Tomorrow Never Dies,Shooter,T,PS,Electronic Arts,Black Ops Entertainment,6.2,0.0,3.21,1.72,1.33,0.0,0.16,1999.0
509,510,L.A. Noire,Adventure,M,PS3,Rockstar Games,Team Bondi,9.1,0.0,3.21,1.29,1.31,0.12,0.49,2011.0
514,515,WWF SmackDown! 2: Know Your Role,Fighting,T,PS,THQ,Yuke's,8.7,0.0,3.2,1.76,1.21,0.07,0.16,2000.0
515,516,Middle-Earth: Shadow of Mordor,Action,M,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,0.0,0.0,3.19,1.03,1.6,0.05,0.51,2014.0
516,517,Assassin's Creed IV: Black Flag,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,8.3,0.0,3.19,1.07,1.55,0.06,0.51,2013.0
518,519,Enter the Matrix,Action,T,PS2,Atari,Shiny Entertainment,0.0,0.0,3.18,1.78,1.12,0.09,0.19,2003.0
519,520,Assassin's Creed Odyssey,Action-Adventure,M,PS4,Ubisoft,Ubisoft Quebec,9.5,0.0,3.18,1.18,1.4,0.09,0.51,2018.0
520,521,Fallout: New Vegas,Role-Playing,M,PS3,Bethesda Softworks,Obsidian Entertainment,8.2,0.0,3.17,1.54,1.04,0.1,0.49,2010.0
521,522,Ace Combat 04: Shattered Skies,Simulation,E,PS2,Namco,Namco,8.9,0.0,3.17,2.06,0.56,0.38,0.17,2001.0
523,524,Club Penguin: Elite Penguin Force,Adventure,E,DS,Disney Interactive Studios,1st Playable Productions,7.0,0.0,3.14,1.87,0.97,0.0,0.3,2008.0
524,525,FIFA Soccer 08,Sports,E,PS2,EA Sports,EA Canada,0.0,0.0,3.14,0.68,0.0,0.0,2.46,2007.0
525,526,FIFA 18,Sports,E,XOne,EA Sports,EA Vancouver,8.0,0.0,3.14,0.98,1.92,0.0,0.23,2017.0
526,527,Spider-Man,Action,E,PS,Activision,Neversoft Entertainment,0.0,0.0,3.13,1.7,1.25,0.02,0.16,2000.0
527,528,Need for Speed III: Hot Pursuit,Racing,E,PS,Electronic Arts,EA Canada,0.0,0.0,3.12,2.14,0.86,0.0,0.13,1998.0
528,529,The Elder Scrolls IV: Oblivion,Role-Playing,M,PS3,Bethesda Softworks,4J Studios,9.3,0.0,3.12,1.69,0.86,0.14,0.44,2007.0
532,533,Resident Evil 6,Action,M,PS3,Capcom,Capcom,0.0,0.0,3.12,0.88,0.97,0.88,0.39,2012.0
533,534,Tom Clancy's Ghost Recon Wildlands,Shooter,M,PS4,Ubisoft,Ubisoft Paris,7.0,0.0,3.12,1.07,1.35,0.22,0.47,2017.0
534,535,NBA 2K13,Sports,E,X360,2K Sports,Visual Concepts,8.6,0.0,3.11,2.62,0.21,0.01,0.28,2012.0
535,536,Titanfall,Shooter,M,XOne,Electronic Arts,Respawn Entertainment,0.0,0.0,3.11,1.88,0.91,0.04,0.28,2014.0
537,538,Mass Effect 2,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,9.5,8.9,3.1,1.99,0.81,0.03,0.27,2010.0
538,539,Madden NFL 2002,Sports,E,PS2,EA Sports,EA Sports,0.0,0.0,3.08,2.5,0.16,0.01,0.42,2001.0
540,541,LEGO Batman: The Videogame,Adventure,E10,Wii,Warner Bros. Interactive,Traveller's Tales,7.3,0.0,3.08,1.8,0.98,0.0,0.29,2008.0
541,542,Saints Row 2,Action,M,X360,THQ,Volition Inc.,7.9,0.0,3.07,1.98,0.79,0.02,0.28,2008.0
543,544,The Sims: Vacation,Simulation,T,PC,Electronic Arts,Maxis,0.0,0.0,3.07,1.72,1.21,0.0,0.14,2002.0
544,545,Call of Duty: Ghosts,Shooter,M,XOne,Activision,Infinity Ward,7.5,0.0,3.07,1.92,0.86,0.0,0.28,2013.0
545,546,Heavy Rain,Adventure,M,PS3,Sony Computer Entertainment,Quantic Dream,8.8,8.6,3.06,1.29,1.24,0.06,0.48,2010.0
546,547,LEGO Batman: The Videogame,Adventure,E10,DS,Warner Bros. Interactive,Traveller's Tales,7.8,0.0,3.06,1.75,1.02,0.0,0.29,2008.0
547,548,Borderlands 2,Shooter,NP,X360,2K Games,Gearbox Software,0.0,0.0,3.06,1.89,0.88,0.04,0.26,2013.0
548,549,Kung Fu Panda,Platform,E10,X360,Activision,Luxoflux,7.5,0.0,3.05,1.91,0.84,0.0,0.29,2008.0
549,550,Mass Effect 3,Role-Playing,M,X360,Electronic Arts,BioWare,0.0,0.0,3.04,1.94,0.84,0.03,0.24,2012.0
552,553,Metal Gear Solid V: The Phantom Pain,Action,M,PS4,Konami Digital Entertainment,Kojima Productions,0.0,0.0,3.04,0.97,1.15,0.5,0.42,2015.0
553,554,Rayman,Platform,E,PS,Ubisoft,Ubisoft Montpellier,7.0,0.0,3.03,1.54,1.33,0.0,0.16,1995.0
554,555,Tom Clancy's Splinter Cell,Action,T,XB,Ubisoft,Ubisoft,9.3,9.1,3.02,1.85,1.04,0.0,0.13,2002.0
557,558,WWE SmackDown! Shut Your Mouth,Sports,NP,PS2,THQ,Yuke's Future Media Creators,0.0,0.0,3.02,1.45,1.13,0.07,0.38,2002.0
558,559,Disney Epic Mickey,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,7.0,0.0,3.02,2.04,0.63,0.12,0.23,2010.0
559,560,Killzone 2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,3.02,1.4,1.07,0.08,0.46,2009.0
568,569,WWE SmackDown! vs. Raw 2006,Fighting,T,PS2,THQ,Yuke's,8.4,0.0,3.0,1.57,1.02,0.0,0.41,2005.0
571,572,The Sims: Livin Large,Misc,T,PC,Electronic Arts,Maxis,0.0,0.0,2.99,1.67,1.18,0.0,0.13,2000.0
572,573,inFAMOUS,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,2.99,1.76,0.68,0.12,0.42,2009.0
573,574,World Soccer Winning Eleven 6 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,0.0,0.0,2.99,0.12,1.26,1.16,0.45,2003.0
574,575,Far Cry 3,Shooter,M,X360,Ubisoft,Ubisoft Montreal,0.0,0.0,2.98,1.38,1.33,0.02,0.25,2012.0
578,579,Star Wars: The Old Republic,Role-Playing,T,PC,Electronic Arts,BioWare / LucasArts,8.4,0.0,2.97,1.59,1.01,0.0,0.37,2011.0
580,581,Battlefield: Bad Company 2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,2.96,1.33,1.11,0.08,0.44,2010.0
581,582,Hitman 2: Silent Assassin,Action,M,PS2,Eidos Interactive,IO Interactive,0.0,0.0,2.96,1.36,1.15,0.04,0.41,2002.0
582,583,Yokai Watch 2: Psychic Specters,Role-Playing,E10,3DS,Nintendo,Level 5,0.0,0.0,2.95,0.12,0.12,2.69,0.02,2017.0
583,584,Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.3,9.3,2.95,1.83,0.7,0.15,0.26,2009.0
584,585,SOCOM II: U.S. Navy SEALs,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,0.0,0.0,2.94,2.22,0.51,0.06,0.15,2003.0
585,586,WWE SmackDown! vs. RAW 2006,Fighting,T,PS2,THQ,Yuke's,0.0,0.0,2.94,1.45,1.11,0.04,0.33,2005.0
587,588,Pac-Man Collection,Puzzle,E,GBA,Namco,Mass Media,0.0,0.0,2.94,2.07,0.77,0.05,0.05,2001.0
590,591,Madden NFL 13,Sports,E,X360,EA Sports,EA Tiburon,8.0,0.0,2.93,2.53,0.16,0.0,0.24,2012.0
591,592,Doom (2016),Shooter,NP,PS4,Bethesda Softworks,id Software,0.0,0.0,2.92,0.93,1.48,0.04,0.46,2016.0
592,593,Mass Effect,Role-Playing,M,X360,Microsoft Game Studios,BioWare Edmonton,9.2,9.1,2.91,1.83,0.79,0.03,0.27,2007.0
593,594,FIFA 15,Sports,E,X360,EA Sports,EA Canada,6.9,0.0,2.91,0.8,1.9,0.0,0.21,2014.0
596,597,Mortal Kombat (2011),Fighting,M,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,0.0,2.9,1.98,0.54,0.0,0.38,2011.0
597,598,World Soccer Winning Eleven 7 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.2,0.0,2.9,0.08,1.24,1.13,0.45,2004.0
598,599,Sega Superstars Tennis,Sports,E10,X360,Sega,Sumo Digital,6.9,0.0,2.89,1.75,0.86,0.0,0.28,2008.0
599,600,Cooking Mama: Cook Off,Simulation,E,Wii,Majesco,Office Create,5.9,0.0,2.89,1.41,1.12,0.05,0.3,2007.0
600,601,Hot Shots Golf 3,Sports,E,PS2,Sony Computer Entertainment,Clap Hanz,0.0,0.0,2.89,0.99,0.32,1.38,0.2,2002.0
601,602,Call of Duty: Finest Hour,Shooter,T,PS2,Activision,Spark Unlimited,0.0,0.0,2.89,1.51,1.12,0.01,0.24,2004.0
602,603,Syphon Filter,Shooter,T,PS,989 Studios,Eidetic,9.2,0.0,2.88,2.03,0.72,0.02,0.11,1999.0
603,604,Imagine: Babyz,Simulation,NP,DS,Ubisoft,Visual Impact,3.5,0.0,2.87,1.3,1.26,0.0,0.31,2007.0
604,605,Mafia III,Action-Adventure,M,PS4,2K Games,Hangar 13,6.9,0.0,2.87,0.72,1.67,0.04,0.44,2016.0
606,607,Colin McRae Rally,Racing,E,PS,Sony Computer Entertainment,Codemasters,7.9,0.0,2.87,0.09,2.43,0.12,0.22,2000.0
610,611,The Elder Scrolls III: Morrowind,Role-Playing,T,XB,Bethesda Softworks,Bethesda Softworks,8.2,0.0,2.86,2.09,0.63,0.03,0.11,2002.0
612,613,Assassin's Creed: Brotherhood,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.1,0.0,2.85,1.87,0.57,0.11,0.3,2010.0
614,615,Command & Conquer: Red Alert,Strategy,T,PC,Virgin Interactive,Westwood Studios,9.3,0.0,2.85,1.37,1.34,0.0,0.14,1996.0
619,620,Zumba Fitness 2,Sports,E,Wii,Majesco,"Pipeworks Software, Inc.",0.0,0.0,2.83,1.52,1.05,0.0,0.26,2011.0
620,621,Madden NFL 10,Sports,E,X360,EA Sports,EA Tiburon,8.6,0.0,2.83,2.52,0.09,0.0,0.22,2009.0
621,622,BioShock,Shooter,M,X360,2K Games,2K Australia / 2K Boston,9.6,9.5,2.83,1.65,0.85,0.05,0.28,2007.0
623,624,WWE SmackDown! vs. Raw,Fighting,T,PS2,THQ,Yuke's,0.0,0.0,2.83,1.32,1.08,0.04,0.39,2004.0
624,625,Finding Nemo,Platform,E,GBA,THQ,Vicarious Visions,7.0,0.0,2.82,1.59,1.05,0.04,0.14,2003.0
625,626,Medal of Honor,Shooter,M,PS3,Electronic Arts,EA Los Angeles,7.0,0.0,2.82,1.28,1.04,0.07,0.43,2010.0
626,627,Diablo III: Ultimate Evil Edition,Role-Playing,M,PS4,Blizzard Entertainment,Blizzard Entertainment,0.0,0.0,2.82,0.83,1.48,0.08,0.44,2014.0
628,629,Gran Turismo (PSP),Racing,E,PSN,Sony Computer Entertainment,Polyphony Digital,7.8,0.0,2.82,0.43,0.91,0.31,1.16,2009.0
629,630,Need for Speed: Hot Pursuit,Racing,E10,PS3,Electronic Arts,Criterion Games,8.9,0.0,2.81,1.05,1.24,0.03,0.49,2010.0
630,631,Imagine: Fashion Designer,Simulation,E,DS,Ubisoft,Virtual Toys / Lexis Numerique,3.0,0.0,2.81,1.32,1.19,0.0,0.3,2007.0
631,632,Killzone 3,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,8.2,0.0,2.81,1.46,0.87,0.09,0.38,2011.0
632,633,WWE SmackDown! Here Comes the Pain,Fighting,T,PS2,THQ,Yuke's,0.0,0.0,2.8,1.32,1.06,0.04,0.38,2003.0
635,636,Hot Shots Golf,Sports,NP,PS,Sony Computer Entertainment,Camelot Software Planning,0.0,0.0,2.79,0.29,0.2,2.13,0.18,1998.0
637,638,Skylanders: Spyro's Adventure,Action,E10,Wii,Activision,Toys for Bob,8.0,0.0,2.79,1.35,1.15,0.0,0.3,2011.0
638,639,A Bug's Life,Platform,E,PS,Sony Computer Entertainment,Traveller's Tales,3.6,0.0,2.79,1.96,0.72,0.0,0.11,1998.0
639,640,WWF SmackDown! Just Bring It,Fighting,T,PS2,THQ,Yuke's,0.0,0.0,2.79,1.19,1.15,0.04,0.41,2001.0
640,641,Mortal Kombat Trilogy,Fighting,M,PS,Midway Games,Avalanche Software,0.0,0.0,2.79,1.98,0.7,0.0,0.11,1996.0
641,642,NBA Street,Sports,E,PS2,EA Sports BIG,NuFX,0.0,0.0,2.79,2.19,0.22,0.0,0.38,2001.0
642,643,Jak II,Platform,T,PS2,Sony Computer Entertainment,Naughty Dog,0.0,0.0,2.78,1.68,0.74,0.0,0.36,2003.0
643,644,Ratchet & Clank: Going Commando,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,8.7,0.0,2.78,1.44,0.83,0.26,0.25,2003.0
644,645,The Sims,Simulation,T,PS2,Electronic Arts,Edge of Reality,0.0,0.0,2.77,1.41,1.12,0.0,0.24,2003.0
645,646,Star Wars: The Force Unleashed,Action,T,X360,LucasArts,LucasArts,7.1,0.0,2.77,1.74,0.78,0.0,0.26,2008.0
646,647,Saints Row: The Third,Action,M,X360,THQ,Volition Inc.,8.3,0.0,2.77,1.26,1.14,0.07,0.3,2011.0
647,648,Missile Command,Shooter,NP,2600,Atari,Atari,0.0,0.0,2.76,2.56,0.17,0.0,0.03,1981.0
648,649,Battlefield 3,Shooter,M,PC,Electronic Arts,Dice,8.9,0.0,2.76,0.89,1.44,0.0,0.43,2011.0
651,652,Need for Speed: Most Wanted (2012),Racing,E10,PS3,Electronic Arts,Criterion Games,0.0,0.0,2.74,0.71,1.52,0.06,0.45,2012.0
653,654,L.A. Noire,Adventure,M,X360,Rockstar Games,Team Bondi,9.1,0.0,2.73,1.55,0.92,0.02,0.24,2011.0
655,656,Far Cry: Primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,7.2,0.0,2.73,0.63,1.61,0.07,0.41,2016.0
656,657,"Pokemon: Let's Go, Eevee!",Role-Playing,E,NS,Nintendo,Game Freak,8.3,0.0,2.73,1.22,0.8,0.51,0.2,2018.0
657,658,Overwatch,Shooter,T,XOne,Blizzard Entertainment,Blizzard Entertainment,8.7,0.0,2.72,1.63,0.84,0.0,0.25,2016.0
658,659,Need for Speed (2015),Racing,T,PS4,Electronic Arts,Ghost Games,7.0,0.0,2.72,0.59,1.66,0.06,0.41,2015.0
659,660,Madden NFL 13,Sports,E,PS3,EA Sports,EA Tiburon,8.3,0.0,2.71,2.12,0.24,0.0,0.36,2012.0
660,661,Skate 3,Sports,T,X360,EA Sports,EA Black Box,8.3,0.0,2.71,1.47,0.99,0.0,0.25,2010.0
661,662,Tom Clancy's Rainbow Six: Siege,Shooter,M,XOne,Ubisoft,Ubisoft Montreal,0.0,0.0,2.71,1.62,0.84,0.0,0.25,2015.0
663,664,Madden NFL 12,Sports,E,X360,EA Sports,EA Tiburon,7.8,0.0,2.7,2.43,0.11,0.0,0.16,2011.0
667,668,Call of Duty 3,Shooter,T,X360,Activision,Treyarch,8.0,8.4,2.7,1.49,0.92,0.02,0.27,2006.0
668,669,LEGO Star Wars II: The Original Trilogy,Action,E10,PS2,LucasArts,Traveller's Tales,8.4,0.0,2.69,1.85,0.64,0.01,0.19,2006.0
669,670,Madden NFL 11,Sports,E,X360,EA Sports,EA Tiburon,8.3,0.0,2.69,2.38,0.12,0.0,0.19,2010.0
670,671,Burnout 3: Takedown,Racing,T,PS2,Electronic Arts,Criterion Games,9.3,0.0,2.68,1.23,1.11,0.0,0.34,2004.0
672,673,Mortal Kombat,Fighting,NP,GEN,Arena Entertainment,Probe Entertainment Limited,0.0,0.0,2.67,1.95,0.63,0.0,0.09,1993.0
